county_code,district_code,school_code,district_name,school_name,entity_name,auth,program,charter,facility,school_type,entity_level_num
36,67645,0000000,Central Elementary,,Central Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67652,0000000,Chaffey Joint Union High,,Chaffey Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67678,0000000,Chino Valley Unified,,Chino Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67686,0000000,Colton Joint Unified,,Colton Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67694,0000000,Cucamonga Elementary,,Cucamonga Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67702,0000000,Etiwanda Elementary,,Etiwanda Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67710,0000000,Fontana Unified,,Fontana Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67736,0000000,Helendale Elementary,,Helendale Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67777,0000000,Morongo Unified,,Morongo Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67785,0000000,Mountain View Elementary,,Mountain View Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67793,0000000,Mt. Baldy Joint Elementary,,Mt. Baldy Joint Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67801,0000000,Needles Unified,,Needles Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67819,0000000,Ontario-Montclair,,Ontario-Montclair,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67827,0000000,Oro Grande,,Oro Grande,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67843,0000000,Redlands Unified,,Redlands Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67850,0000000,Rialto Unified,,Rialto Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67868,0000000,Rim of the World Unified,,Rim of the World Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67876,0000000,San Bernardino City Unified,,San Bernardino City Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67892,0000000,Trona Joint Unified,,Trona Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67918,0000000,Victor Elementary,,Victor Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67934,0000000,Victor Valley Union High,,Victor Valley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,67959,0000000,Yucaipa-Calimesa Joint Unified,,Yucaipa-Calimesa Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,73858,0000000,Baker Valley Unified,,Baker Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,73890,0000000,Silver Valley Unified,,Silver Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,73957,0000000,Snowline Joint Unified,,Snowline Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,75044,0000000,Hesperia Unified,,Hesperia Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,75051,0000000,Lucerne Valley Unified,,Lucerne Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,75069,0000000,Upland Unified,,Upland Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
36,75077,0000000,Apple Valley Unified,,Apple Valley Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,10371,0000000,San Diego County Office of Education,,San Diego County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
03,73361,0000000,Shoreline Unified,,Shoreline Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
03,73981,0000000,Amador County Unified,,Amador County Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
03,75002,0000000,Ross Valley Elementary,,Ross Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,67967,0000000,Alpine Union Elementary,,Alpine Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,67983,0000000,Borrego Springs Unified,,Borrego Springs Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,67991,0000000,Cajon Valley Union,,Cajon Valley Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68007,0000000,Cardiff Elementary,,Cardiff Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68023,0000000,Chula Vista Elementary,,Chula Vista Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68031,0000000,Coronado Unified,,Coronado Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68049,0000000,Dehesa Elementary,,Dehesa Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68056,0000000,Del Mar Union Elementary,,Del Mar Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68080,0000000,Encinitas Union Elementary,,Encinitas Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68098,0000000,Escondido Union,,Escondido Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68106,0000000,Escondido Union High,,Escondido Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68114,0000000,Fallbrook Union Elementary,,Fallbrook Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68122,0000000,Fallbrook Union High,,Fallbrook Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68130,0000000,Grossmont Union High,,Grossmont Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68155,0000000,Jamul-Dulzura Union Elementary,,Jamul-Dulzura Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68163,0000000,Julian Union Elementary,,Julian Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68171,0000000,Julian Union High,,Julian Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68189,0000000,Lakeside Union Elementary,,Lakeside Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68197,0000000,La Mesa-Spring Valley,,La Mesa-Spring Valley,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68205,0000000,Lemon Grove,,Lemon Grove,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68213,0000000,Mountain Empire Unified,,Mountain Empire Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68221,0000000,National Elementary,,National Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68296,0000000,Poway Unified,,Poway Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68304,0000000,Ramona City Unified,,Ramona City Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68312,0000000,Rancho Santa Fe Elementary,,Rancho Santa Fe Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68338,0000000,San Diego Unified,,San Diego Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68346,0000000,San Dieguito Union High,,San Dieguito Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68353,0000000,San Pasqual Union Elementary,,San Pasqual Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68361,0000000,Santee,,Santee,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68379,0000000,San Ysidro Elementary,,San Ysidro Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68387,0000000,Solana Beach Elementary,,Solana Beach Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68395,0000000,South Bay Union,,South Bay Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68403,0000000,Spencer Valley Elementary,,Spencer Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68411,0000000,Sweetwater Union High,,Sweetwater Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68437,0000000,Vallecitos Elementary,,Vallecitos Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,68452,0000000,Vista Unified,,Vista Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
03,77065,0000000,SBE - Ross Valley Elementary,,SBE - Ross Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,73551,0000000,Carlsbad Unified,,Carlsbad Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,73569,0000000,Oceanside Unified,,Oceanside Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,73791,0000000,San Marcos Unified,,San Marcos Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,75416,0000000,Warner Unified,,Warner Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,75614,0000000,Valley Center-Pauma Unified,,Valley Center-Pauma Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,76471,0000000,SBC - High Tech High,,SBC - High Tech High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,76851,0000000,Bonsall Unified,,Bonsall Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,76901,0000000,SBE - Thrive Public,,SBE - Thrive Public,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,77032,0000000,SBE - Audeo Charter II,,SBE - Audeo Charter II,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,77099,0000000,SBE - Grossmont Secondary,,SBE - Grossmont Secondary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,77107,0000000,SBE - Sweetwater Secondary,,SBE - Sweetwater Secondary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,77156,0000000,SBE - Vista Springs Charter,,SBE - Vista Springs Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,77164,0000000,SBE - College Preparatory Middle,,SBE - College Preparatory Middle,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
37,77172,0000000,SBE - Baypoint Preparatory Academy San Diego,,SBE - Baypoint Preparatory Academy San Diego,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
38,10389,0000000,San Francisco County Office of Education,,San Francisco County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
38,68478,0000000,San Francisco Unified,,San Francisco Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
38,76919,0000000,SBE - OnePurpose,,SBE - OnePurpose,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
38,76927,0000000,SBE - The New School of San Francisco,,SBE - The New School of San Francisco,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
38,77131,0000000,SBE - KIPP Bayview Elementary,,SBE - KIPP Bayview Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
38,77230,0000000,SBE - Mary L. Booker Leadership Academy,,SBE - Mary L. Booker Leadership Academy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,10397,0000000,San Joaquin County Office of Education,,San Joaquin County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68486,0000000,Banta Elementary,,Banta Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68502,0000000,Escalon Unified,,Escalon Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68544,0000000,Jefferson Elementary,,Jefferson Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68569,0000000,Lincoln Unified,,Lincoln Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68577,0000000,Linden Unified,,Linden Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68585,0000000,Lodi Unified,,Lodi Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68593,0000000,Manteca Unified,,Manteca Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68619,0000000,New Hope Elementary,,New Hope Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68627,0000000,New Jerusalem Elementary,,New Jerusalem Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68635,0000000,Oak View Union Elementary,,Oak View Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68650,0000000,Ripon Unified,,Ripon Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,68676,0000000,Stockton Unified,,Stockton Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,75499,0000000,Tracy Joint Unified,,Tracy Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,76760,0000000,Lammersville Joint Unified,,Lammersville Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
39,77388,0000000,Banta Unified,,Banta Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,10405,0000000,San Luis Obispo County Office of Education,,San Luis Obispo County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68700,0000000,Atascadero Unified,,Atascadero Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68726,0000000,Cayucos Elementary,,Cayucos Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68759,0000000,Lucia Mar Unified,,Lucia Mar Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68791,0000000,Pleasant Valley Joint Union Elementary,,Pleasant Valley Joint Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68809,0000000,San Luis Coastal Unified,,San Luis Coastal Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68825,0000000,San Miguel Joint Union,,San Miguel Joint Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68833,0000000,Shandon Joint Unified,,Shandon Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,68841,0000000,Templeton Unified,,Templeton Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,75457,0000000,Paso Robles Joint Unified,,Paso Robles Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
40,75465,0000000,Coast Unified,,Coast Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10041,0000000,Butte County Office of Education,,Butte County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10249,0000000,Merced County Office of Education,,Merced County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10256,0000000,Modoc County Office of Education,,Modoc County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10264,0000000,Mono County Office of Education,,Mono County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10272,0000000,Monterey County Office of Education,,Monterey County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10280,0000000,Napa County Office of Education,,Napa County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10298,0000000,Nevada County Office of Education,,Nevada County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
04,10306,0000000,Orange County Department of Education,,Orange County Department of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,10413,0000000,San Mateo County Office of Education,,San Mateo County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68858,0000000,Bayshore Elementary,,Bayshore Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68866,0000000,Belmont-Redwood Shores Elementary,,Belmont-Redwood Shores Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68874,0000000,Brisbane Elementary,,Brisbane Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68882,0000000,Burlingame Elementary,,Burlingame Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68890,0000000,Cabrillo Unified,,Cabrillo Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68908,0000000,Hillsborough City Elementary,,Hillsborough City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68916,0000000,Jefferson Elementary,,Jefferson Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68924,0000000,Jefferson Union High,,Jefferson Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68932,0000000,Pacifica,,Pacifica,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68940,0000000,La Honda-Pescadero Unified,,La Honda-Pescadero Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68957,0000000,Las Lomitas Elementary,,Las Lomitas Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68965,0000000,Menlo Park City Elementary,,Menlo Park City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68973,0000000,Millbrae Elementary,,Millbrae Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68981,0000000,Portola Valley Elementary,,Portola Valley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,68999,0000000,Ravenswood City Elementary,,Ravenswood City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69005,0000000,Redwood City Elementary,,Redwood City Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69013,0000000,San Bruno Park Elementary,,San Bruno Park Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69021,0000000,San Carlos Elementary,,San Carlos Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69039,0000000,San Mateo-Foster City,,San Mateo-Foster City,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69047,0000000,San Mateo Union High,,San Mateo Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69062,0000000,Sequoia Union High,,Sequoia Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69070,0000000,South San Francisco Unified,,South San Francisco Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
41,69088,0000000,Woodside Elementary,,Woodside Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,10421,0000000,Santa Barbara County Office of Education,,Santa Barbara County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69104,0000000,Ballard Elementary,,Ballard Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69112,0000000,Blochman Union Elementary,,Blochman Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69120,0000000,Santa Maria-Bonita,,Santa Maria-Bonita,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69138,0000000,Buellton Union Elementary,,Buellton Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69146,0000000,Carpinteria Unified,,Carpinteria Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69161,0000000,Cold Spring Elementary,,Cold Spring Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69179,0000000,College Elementary,,College Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69195,0000000,Goleta Union Elementary,,Goleta Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69203,0000000,Guadalupe Union Elementary,,Guadalupe Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69211,0000000,Hope Elementary,,Hope Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69229,0000000,Lompoc Unified,,Lompoc Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69245,0000000,Los Olivos Elementary,,Los Olivos Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69252,0000000,Montecito Union Elementary,,Montecito Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69260,0000000,Orcutt Union Elementary,,Orcutt Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69310,0000000,Santa Maria Joint Union High,,Santa Maria Joint Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69328,0000000,Santa Ynez Valley Union High,,Santa Ynez Valley Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69336,0000000,Solvang Elementary,,Solvang Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,69344,0000000,Vista del Mar Union,,Vista del Mar Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,75010,0000000,Cuyama Joint Unified,,Cuyama Joint Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,76786,0000000,Santa Barbara Unified,,Santa Barbara Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,76950,0000000,SBE - Olive Grove Charter,,SBE - Olive Grove Charter,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,77198,0000000,SBE - Olive Grove Charter - Orcutt/Santa Maria,,SBE - Olive Grove Charter - Orcutt/Santa Maria,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,77206,0000000,SBE - Olive Grove Charter - Lompoc,,SBE - Olive Grove Charter - Lompoc,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,77214,0000000,SBE - Olive Grove Charter - Buellton,,SBE - Olive Grove Charter - Buellton,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
42,77222,0000000,SBE - Olive Grove Charter - Santa Barbara,,SBE - Olive Grove Charter - Santa Barbara,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,10439,0000000,Santa Clara County Office of Education,,Santa Clara County Office of Education,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69369,0000000,Alum Rock Union Elementary,,Alum Rock Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69377,0000000,Berryessa Union Elementary,,Berryessa Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69385,0000000,Cambrian,,Cambrian,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69393,0000000,Campbell Union,,Campbell Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69401,0000000,Campbell Union High,,Campbell Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69419,0000000,Cupertino Union,,Cupertino Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69427,0000000,East Side Union High,,East Side Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69435,0000000,Evergreen Elementary,,Evergreen Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69450,0000000,Franklin-McKinley Elementary,,Franklin-McKinley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69468,0000000,Fremont Union High,,Fremont Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69484,0000000,Gilroy Unified,,Gilroy Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69492,0000000,Lakeside Joint,,Lakeside Joint,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69500,0000000,Loma Prieta Joint Union Elementary,,Loma Prieta Joint Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69518,0000000,Los Altos Elementary,,Los Altos Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69526,0000000,Los Gatos Union Elementary,,Los Gatos Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69542,0000000,Luther Burbank,,Luther Burbank,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69575,0000000,Moreland,,Moreland,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69583,0000000,Morgan Hill Unified,,Morgan Hill Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69609,0000000,Mountain View-Los Altos Union High,,Mountain View-Los Altos Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69617,0000000,Mount Pleasant Elementary,,Mount Pleasant Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69625,0000000,Oak Grove Elementary,,Oak Grove Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69633,0000000,Orchard Elementary,,Orchard Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69641,0000000,Palo Alto Unified,,Palo Alto Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69666,0000000,San Jose Unified,,San Jose Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69674,0000000,Santa Clara Unified,,Santa Clara Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69682,0000000,Saratoga Union Elementary,,Saratoga Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
43,69690,0000000,Sunnyvale,,Sunnyvale,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
